P_CUSTOMER_NAME,P_RECEIPT_AMOUNT,P_RECEIPT_NUMBER,P_RECEIPT_DATE,BILL_CUSTOMER_NAME,BILL_CUSTOMER_NUMBER,BUSINESS_UNIT,RECEIPT_METHOD,RECEIPT_NUMBER,RECEIPT_DATE,RECEIPT_AMOUNT,APPLIED_AMOUNT,CURRENCY,RECEIPT_STATUS_CODE,UNAPPLIED_AMOUNT
,,,,"Camden Town Technologies",200464,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0169884094,03-10-2022,42981,0,INR,UNAPP,
,,,,"Retailez Private Limited",67057,QC12-KA,"QC - AXIS BANK - 8329",29541826731DC,03-10-2022,1000000,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22346421722,04-10-2022,1500000,0,INR,UNAPP,
,,,,"Reward360 Global Services",32005,QC12-KA,"QC - AXIS BANK - 8329",N277222146027239,04-10-2022,93368.5,0,INR,UNAPP,
,,,,"Zpay Solutions",202830,QC12-KA,"QC - AXIS BANK - 8329",25-813832337-1,01-10-2022,60000,0,INR,UNAPP,
,,,,"Nowapps Technologies",201776,QC12-KA,"QC - AXIS BANK - 8329",N274221337920679,01-10-2022,50000,0,INR,UNAPP,
,,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",000275034418,02-10-2022,500000,0,INR,UNAPP,
,,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",25-815654922-1,02-10-2022,100000,0,INR,UNAPP,
,,,,"Grovalue Industries",201078,QC12-KA,"QC - AXIS BANK - 8329",N275222144202888,02-10-2022,130000,0,INR,UNAPP,
,,,,"Ormax Media",201859,QC12-KA,"QC - AXIS BANK - 8329",N276222144578547,03-10-2022,500000,0,INR,UNAPP,
,,,,Pepperfry,201932,QC12-KA,"QC - AXIS BANK - 8329",N276222144895142,03-10-2022,885127,0,INR,UNAPP,
,,,,"Amazon Seller Services",200192,QC12-KA,"QC - AXIS BANK - 8329",227700555GN00331,04-10-2022,176873617.5,0,INR,UNAPP,
,,,,"Tech Connect Retail",202494,QC12-KA,"QC - AXIS BANK - 8329",227800404GN00001,05-10-2022,7128372,0,INR,UNAPP,
,,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",RATNH22278159282,05-10-2022,1000000,0,INR,UNAPP,
,,,,"Vertisystem Global",72046,QC12-KA,"QC - AXIS BANK - 8329",N278222148375413,05-10-2022,3600,0,INR,UNAPP,
,,,,Datavid,69034,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22279908994,06-10-2022,57500,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22347686051,06-10-2022,1500000,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22347685948,06-10-2022,1500000,0,INR,UNAPP,
,,,,"Touch Mobiles",202582,QC12-KA,"QC - AXIS BANK - 8329",25-823472049-1,06-10-2022,200000,0,INR,UNAPP,
,,,,"Advantage Club Technologies",83021,QC12-KA,"QC - AXIS BANK - 8329",ICICR22022100600011419,06-10-2022,958000,0,INR,UNAPP,
,,,,"ASC Sourcing Solutions",67105,QC12-KA,"QC - AXIS BANK - 8329",AXSK222790017534,06-10-2022,48250,0,INR,UNAPP,
,,,,"Viverati Interactive Marketing",202707,QC12-KA,"QC - AXIS BANK - 8329",IDFBR52022100100593370,01-10-2022,1000000,0,INR,UNAPP,
,,,,"Viverati Interactive Marketing",202707,QC12-KA,"QC - AXIS BANK - 8329",IDFBR52022100100593417,01-10-2022,1000000,0,INR,UNAPP,
,,,,"Zpay Solutions",202830,QC12-KA,"QC - AXIS BANK - 8329",25-815793027-1,02-10-2022,250000,0,INR,UNAPP,
,,,,"Pay Point India Network",201909,QC12-KA,"QC - AXIS BANK - 8329",25-816015148-1,02-10-2022,500000,0,INR,UNAPP,
,,,,"Bargain Technologies",200327,QC12-KA,"QC - AXIS BANK - 8329",25-816050677-1,02-10-2022,40000,0,INR,UNAPP,
,,,,"Viverati Interactive Marketing",202707,QC12-KA,"QC - AXIS BANK - 8329",IDFBR52022100400621261,04-10-2022,900000,0,INR,UNAPP,
,,,,"Giftiicon Solutions India",70108,QC12-KA,"QC - AXIS BANK - 8329",29558694681DC,05-10-2022,3882,0,INR,UNAPP,
,,,,"Giftiicon Solutions India",70108,QC12-KA,"QC - AXIS BANK - 8329",29558698991DC,05-10-2022,1941,0,INR,UNAPP,
,,,,"Giftiicon Solutions India",70108,QC12-KA,"QC - AXIS BANK - 8329",29558695181DC,05-10-2022,7764,0,INR,UNAPP,
,,,,"Work Advantage",202759,QC12-KA,"QC - AXIS BANK - 8329",CMS2873223314,06-10-2022,1916000,0,INR,UNAPP,
,,,,"Bestiam Consulting International Pvt Ltd",35005,QC12-KA,"QC - AXIS BANK - 8329",25-822564709-1,06-10-2022,100000,0,INR,UNAPP,
,,,,"Omaha Financial Services",77064,QC12-KA,"QC - AXIS BANK - 8329",N279222149211149,06-10-2022,21500,0,INR,UNAPP,
,,,,"Zpay Solutions",202830,QC12-KA,"QC - AXIS BANK - 8329",25-822860723-1,06-10-2022,200000,0,INR,UNAPP,
,,,,Pointhai.Com,201983,QC12-KA,"QC - AXIS BANK - 8329",25-822839917-1,06-10-2022,14592,0,INR,UNAPP,
,,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N279222149628834,06-10-2022,10188.39,0,INR,UNAPP,
,,,,"Ambank (M) Berhad(Pps)",151500,PL24-MAL,"PL - CIMB BANK - 4782",GJ2223/000028,01-04-2022,12800.79,6,MYR,UNAPP,12794.79
,,,,"GUD Appliances",4021,QC12-KA,"QC - AXIS BANK - 8329",25-826151929-1,07-10-2022,150000,0,INR,UNAPP,
,,,,"Paymentgenie Private Limited",76012,QC12-KA,"QC - AXIS BANK - 8329",YESOB22800091282,07-10-2022,141900,0,INR,UNAPP,
,,,,"Snapmint Credit Advisory",202347,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100700545811,07-10-2022,1000000,0,INR,UNAPP,
,,,,"Touch Mobiles",202582,QC12-KA,"QC - AXIS BANK - 8329",25-814043945-1,01-10-2022,200000,0,INR,UNAPP,
,,,,"Techbeliever Technologies",70207,QC12-KA,"QC - AXIS BANK - 8329",25-814354788-1,01-10-2022,10000,0,INR,UNAPP,
,,,,"Next Step",201755,QC12-KA,"QC - AXIS BANK - 8329",25-815575263-1,02-10-2022,50000,0,INR,UNAPP,
,,,,"Manak Waste Management",201572,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0169800796,03-10-2022,1500000,0,INR,UNAPP,
,,,,"Nxtify Technologies",201799,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100300508185,03-10-2022,300000,0,INR,UNAPP,
,,,,"Bargain Technologies",200327,QC12-KA,"QC - AXIS BANK - 8329",N276222144810517,03-10-2022,1000000,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22346423142,04-10-2022,1500000,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22346421713,04-10-2022,1500000,0,INR,UNAPP,
,,,,"Flipkart Health Limited",77048,QC12-KA,"QC - AXIS BANK - 8329",N277222146047863,04-10-2022,1200000,0,INR,UNAPP,
,,,,"Pranav Bitek Agrotech",71074,QC12-KA,"QC - AXIS BANK - 8329",25-819694578-1,04-10-2022,15000,0,INR,UNAPP,
,,,,"Cpas Technologies",200610,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100450520473,04-10-2022,2500000,0,INR,UNAPP,
,,,,"Oriens It Solutions",201854,QC12-KA,"QC - AXIS BANK - 8329",25-819963327-1,04-10-2022,100000,0,INR,UNAPP,
,,,,"Reserve Bank Of India",202129,QC12-KA,"QC - AXIS BANK - 8329",U000000914493094,30-09-2022,10142,10141.6,INR,UNAPP,0.4
,,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",29553781981DC,04-10-2022,100800,0,INR,UNAPP,
,,,,"Newtrone-(AMZ SVC)",95032,QC12-KA,"QC - AXIS BANK - 8329",25-820880502-1,04-10-2022,200000,0,INR,UNAPP,
,,,,"Playckc Interactive",55139,QC12-KA,"QC - AXIS BANK - 8329",25-815610876-1,02-10-2022,5000,0,INR,UNAPP,
,,,,"Pay Point India Network",201909,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100200502574,02-10-2022,1000000,0,INR,UNAPP,
,,,,"Touch Mobiles",202582,QC12-KA,"QC - AXIS BANK - 8329",25-815902295-1,02-10-2022,200000,0,INR,UNAPP,
,,,,"Snapmint Credit Advisory",202347,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100300503185,03-10-2022,1000000,0,INR,UNAPP,
,,,,"Benepik Technology",200354,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100350124811,03-10-2022,300000,0,INR,UNAPP,
,,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH22276651329,03-10-2022,2500000,0,INR,UNAPP,
,,,,"Viverati Interactive Marketing",202708,QC12-KA,"QC - AXIS BANK - 8329",IDFBR52022100400615512,04-10-2022,400000,0,INR,UNAPP,
,,,,"Amazon Seller Services",200194,QC12-KA,"QC - AXIS BANK - 8329",227700527GN00492,04-10-2022,19167218.39,0,INR,UNAPP,
,,,,"Agreeya Solutions",70062,QC12-KA,"QC - AXIS BANK - 8329",IN1ON22100407D4X,04-10-2022,9500,0,INR,UNAPP,
,,,,"PhonePe Private Limited",4038,QC12-KA,"QC - AXIS BANK - 8329",YESB22775736418,04-10-2022,56722.08,0,INR,UNAPP,
,,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",29551922611DC,04-10-2022,96000,0,INR,UNAPP,
,,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N277222147300681,04-10-2022,149.82,0,INR,UNAPP,
,,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100450564813,04-10-2022,537791.29,0,INR,UNAPP,
,,,,"Zaggle Prepaid Ocean Services",202802,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100400527157,04-10-2022,3500000,0,INR,UNAPP,
,,,,"Reliance Brands",202114,QC12-KA,"QC - AXIS BANK - 8329",CMS2871605761,04-10-2022,700000,0,INR,UNAPP,
,,,,"Samast Technologies",202220,QC12-KA,"QC - AXIS BANK - 8329",210047481002,04-10-2022,1510000,0,INR,UNAPP,
,,,,"Reward360 Global Services",202140,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100450605843,04-10-2022,2500000,0,INR,UNAPP,
,,,,"Newtrone-(AMZ SVC)",95032,QC12-KA,"QC - AXIS BANK - 8329",25-820879665-1,04-10-2022,500000,0,INR,UNAPP,
,,,,"Giftiicon Solutions India",70108,QC12-KA,"QC - AXIS BANK - 8329",29558694821DC,05-10-2022,7764,0,INR,UNAPP,
,,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N274222143009425,01-10-2022,24492.6,0,INR,UNAPP,
,,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N274222143011463,01-10-2022,70555.99,0,INR,UNAPP,
,,,,"PhonePe Private Limited",4038,QC12-KA,"QC - AXIS BANK - 8329",YESB22749012051,01-10-2022,218233.7,0,INR,UNAPP,
,,,,"Pay Point India Network",201909,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100100533992,01-10-2022,1000000,0,INR,UNAPP,
,,,,"One97 Communications Ltd",4037,QC12-KA,"QC - AXIS BANK - 8329",PYTMR22022100200382475,02-10-2022,1035310,0,INR,UNAPP,
,,,,"Msr Trading Company",201700,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100350121826,03-10-2022,500000,0,INR,UNAPP,
,,,,"Cpas Technologies",200610,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100350124589,03-10-2022,15000000,1358326,INR,UNAPP,13641674
,,,,"Techbeliever Technologies",70207,QC12-KA,"QC - AXIS BANK - 8329",25-817113939-1,03-10-2022,6000,0,INR,UNAPP,
,,,,"Future Focus Infotech",70134,QC12-KA,"QC - AXIS BANK - 8329",KKBK222763536581,03-10-2022,26000,0,INR,UNAPP,
,,,,"Aleeva Retail Solutions Pvt Ltd",55028,QC12-KA,"QC - AXIS BANK - 8329",N276222145044073,03-10-2022,300000,0,INR,UNAPP,
,,,,"Drp Financial Services",200715,QC12-KA,"QC - AXIS BANK - 8329",25-818594225-1,03-10-2022,100000,0,INR,UNAPP,
,,,,"Pinnacle Trading",42001,QC12-KA,"QC - AXIS BANK - 8329",N277220160115556,04-10-2022,300000,0,INR,UNAPP,
,,,,"Boxter Commerce LLP",72062,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100450491405,04-10-2022,582000,0,INR,UNAPP,
,,,,Phonepe,201954,QC12-KA,"QC - AXIS BANK - 8329",YESB22775736179,04-10-2022,6322908.79,0,INR,UNAPP,
,,,,"Reserve Bank Of India",202129,QC12-KA,"QC - AXIS BANK - 8329",U000000914493096,30-09-2022,10142,10141.6,INR,UNAPP,0.4
,,,,"Mobiquity Softech",70132,QC12-KA,"QC - AXIS BANK - 8329",N278222148356475,05-10-2022,10000,0,INR,UNAPP,
,,,,"Pine Labs Noida",7020,QC12-KA,"QC - AXIS BANK - 8329",N278222148349786,05-10-2022,4294.9,0,INR,UNAPP,
,,,,"Excellent Global Endeavors LLP",4053,QC12-KA,"QC - AXIS BANK - 8329",25-821821182-1,05-10-2022,90000,0,INR,UNAPP,
,,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",25-821812702-1,05-10-2022,100000,0,INR,UNAPP,
,,,,"Mobi Tech Llp",102025,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100100518035,01-10-2022,5000000,0,INR,UNAPP,
,,,,"Amazon Seller Services",200172,QC12-KA,"QC - AXIS BANK - 8329",227400517GN00251,01-10-2022,26976322.03,0,INR,UNAPP,
,,,,"Thalapthi Mobiles",202517,QC12-KA,"QC - AXIS BANK - 8329",N274220030967449,01-10-2022,50000,0,INR,UNAPP,
,,,,"Pine Labs Noida",7020,QC12-KA,"QC - AXIS BANK - 8329",N274222143518750,01-10-2022,99144.35,0,INR,UNAPP,
,,,,"S3 Mobiles",202198,QC12-KA,"QC - AXIS BANK - 8329",25-814984693-1,01-10-2022,102300,0,INR,UNAPP,
,,,,"Adda 360",71029,QC12-KA,"QC - AXIS BANK - 8329",25-815108337-1,01-10-2022,500000,0,INR,UNAPP,
,,,,"Earnest Fintech",200731,QC12-KA,"QC - AXIS BANK - 8329",KKBKH22274719021,01-10-2022,250000,0,INR,UNAPP,
,,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",25-815654913-1,02-10-2022,100000,0,INR,UNAPP,
,,,,R.J.Enterprises,202062,QC12-KA,"QC - AXIS BANK - 8329",25-815733197-1,02-10-2022,121000,0,INR,UNAPP,
,,,,"Clavax Technologies",200536,QC12-KA,"QC - AXIS BANK - 8329",25-816355602-1,03-10-2022,99000,0,INR,UNAPP,
,,,,"Paramount Industries",201888,QC12-KA,"QC - AXIS BANK - 8329",BKIDN22276712406,03-10-2022,8000,0,INR,UNAPP,
,,,,"Benepik Technology",200353,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100350268608,03-10-2022,500000,0,INR,UNAPP,
,,,,"Avian Media",71050,QC12-KA,"QC - AXIS BANK - 8329",IN1ON22100305I58,03-10-2022,135000,0,INR,UNAPP,
,,,,"Bestiam Consulting International Pvt Ltd",35005,QC12-KA,"QC - AXIS BANK - 8329",25-818736597-1,03-10-2022,100000,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22346420262,04-10-2022,1500000,0,INR,UNAPP,
,,,,Itc,201334,QC12-KA,"QC - AXIS BANK - 8329",IN1ON2209300C2X5,30-09-2022,254573.18,0,INR,UNAPP,
,,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100450566614,04-10-2022,5667424.27,0,INR,UNAPP,
,,,,"Paymentgenie Private Limited",76012,QC12-KA,"QC - AXIS BANK - 8329",YESOB22770061155,04-10-2022,160820,0,INR,UNAPP,
,,,,"Crystal Enterprises",51002,QC12-KA,"QC - AXIS BANK - 8329",29557035761DC,04-10-2022,100000,0,INR,UNAPP,
,,,,"Gifting Delight",70003,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100100529672,01-10-2022,950863,0,INR,UNAPP,
,,,,"Affinity India",200082,QC12-KA,"QC - AXIS BANK - 8329",25-814997393-1,01-10-2022,100000,0,INR,UNAPP,
,,,,"Zpay Solutions",202830,QC12-KA,"QC - AXIS BANK - 8329",25-815714479-1,02-10-2022,200000,0,INR,UNAPP,
,,,,"Uruluj Insurance Advisory",104017,QC12-KA,"QC - AXIS BANK - 8329",25-816095438-1,02-10-2022,100000,0,INR,UNAPP,
,,,,"One97 Communications Ltd",4037,QC12-KA,"QC - AXIS BANK - 8329",PYTM222769244788,03-10-2022,785.84,0,INR,UNAPP,
,,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH22276656785,03-10-2022,2500000,0,INR,UNAPP,
,,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",29533001241DC,03-10-2022,7680,0,INR,UNAPP,
,,,,"TRICON INFOTECH",70213,QC12-KA,"QC - AXIS BANK - 8329",CMS2762227940007,03-10-2022,34500,0,INR,UNAPP,
,,,,"Tajonline India",202460,QC12-KA,"QC - AXIS BANK - 8329",N277222146045026,04-10-2022,500000,0,INR,UNAPP,
,,,,"Questo Wellbeing",86019,QC12-KA,"QC - AXIS BANK - 8329",25-819484025-1,04-10-2022,40000,0,INR,UNAPP,
,,,,"Pouring Pounds India",201985,QC12-KA,"QC - AXIS BANK - 8329",CMS2870474969,04-10-2022,87750,0,INR,UNAPP,
,,,,"Cpas Technologies",200610,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100450522413,04-10-2022,8000000,0,INR,UNAPP,
,,,,"Reserve Bank Of India",202129,QC12-KA,"QC - AXIS BANK - 8329",U000000914493138,30-09-2022,10142,10141.6,INR,UNAPP,0.4
,,,,"Pine Labs Noida",7020,QC12-KA,"QC - AXIS BANK - 8329",AXISP00325555172,04-10-2022,4292542.23,0,INR,UNAPP,
,,,,"Giftiicon Solutions India",70108,QC12-KA,"QC - AXIS BANK - 8329",29558695671DC,05-10-2022,1941,0,INR,UNAPP,
,,,,"Ideal Mobile",201215,QC12-KA,"QC - AXIS BANK - 8329",29516816521DC,01-10-2022,2500000,0,INR,UNAPP,
,,,,"Clavax Technologies",200536,QC12-KA,"QC - AXIS BANK - 8329",25-816384260-1,03-10-2022,48000,0,INR,UNAPP,
,,,,"Earnest Fintech",200731,QC12-KA,"QC - AXIS BANK - 8329",KKBKH22276815157,03-10-2022,300000,0,INR,UNAPP,
,,,,"Snapmint Credit Advisory",202347,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100300503181,03-10-2022,1000000,0,INR,UNAPP,
,,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH22276651426,03-10-2022,2500000,0,INR,UNAPP,
,,,,"Amazon Pay (India)",200128,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22276466367,03-10-2022,39000000,0,INR,UNAPP,
,,,,"Opcommerce Online",201840,QC12-KA,"QC - AXIS BANK - 8329",29540734651DC,03-10-2022,16844,0,INR,UNAPP,
,,,,"One97 Communications",201828,QC12-KA,"QC - AXIS BANK - 8329",CMS2869471479,03-10-2022,192850.37,0,INR,UNAPP,
,,,,"One97 Communications Ltd",4037,QC12-KA,"QC - AXIS BANK - 8329",PYTMR22022100400398093,04-10-2022,547587,0,INR,UNAPP,
,,,,"Pay Point India Network",201909,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100400508220,04-10-2022,1000000,0,INR,UNAPP,
,,,,"Tecnova India",76016,QC12-KA,"QC - AXIS BANK - 8329",CITIN22346474697,04-10-2022,5000,0,INR,UNAPP,
,,,,"Snapmint Credit Advisory",202347,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100400509787,04-10-2022,1000000,0,INR,UNAPP,
,,,,"Pidilite Industries Ltd",201957,QC12-KA,"QC - AXIS BANK - 8329",CITIN22347028663,04-10-2022,2167007.01,2167006.99,INR,UNAPP,0.02
,,,,"Indian Traders",201247,QC12-KA,"QC - AXIS BANK - 8329",KVBLR52022100484155141,04-10-2022,600000,0,INR,UNAPP,
,,,,"Viverati Interactive Marketing",202707,QC12-KA,"QC - AXIS BANK - 8329",IDFBR52022100400621270,04-10-2022,1000000,0,INR,UNAPP,
,,,,"Giftiicon Solutions India",70108,QC12-KA,"QC - AXIS BANK - 8329",29558696241DC,05-10-2022,7764,0,INR,UNAPP,
,,,,"Saffroncoin Solutions",202205,QC12-KA,"QC - AXIS BANK - 8329",25-821016063-1,05-10-2022,129100,0,INR,UNAPP,
,,,,"Amazon Seller Services",200194,QC12-KA,"QC - AXIS BANK - 8329",227400487GN00240,01-10-2022,25433653.51,0,INR,UNAPP,
,,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N274222142998902,01-10-2022,71965.15,0,INR,UNAPP,
,,,,"Selectkaro India",202274,QC12-KA,"QC - AXIS BANK - 8329",25-814443931-1,01-10-2022,350000,0,INR,UNAPP,
,,,,"Benepik Technology",200354,QC12-KA,"QC - AXIS BANK - 8329",N274222143379702,01-10-2022,50000,0,INR,UNAPP,
,,,,"Saffroncoin Solutions",202205,QC12-KA,"QC - AXIS BANK - 8329",25-815321732-1,02-10-2022,132400,0,INR,UNAPP,
,,,,"Suvo Goalltrip Tours & Travels",202445,QC12-KA,"QC - AXIS BANK - 8329",25-815550603-1,02-10-2022,200000,0,INR,UNAPP,
,,,,"Central Mobiles",60012,QC12-KA,"QC - AXIS BANK - 8329",25-815948865-1,02-10-2022,300000,0,INR,UNAPP,
,,,,"Pay Point India Network",201909,QC12-KA,"QC - AXIS BANK - 8329",25-816015045-1,02-10-2022,500000,38192.21,INR,UNAPP,461807.79
,,,,"Pure Optimum Marketing Services",202027,QC12-KA,"QC - AXIS BANK - 8329",29530062651DC,03-10-2022,6600,0,INR,UNAPP,
,,,,"GHANYA VENTURES",70184,QC12-KA,"QC - AXIS BANK - 8329",25-816486239-1,03-10-2022,70000,0,INR,UNAPP,
,,,,"Dawntech Electronics",52034,QC12-KA,"QC - AXIS BANK - 8329",25-816443259-1,03-10-2022,10000000,0,INR,UNAPP,
,,,,"Peopleprosper Technologies",201929,QC12-KA,"QC - AXIS BANK - 8329",29534011871DC,03-10-2022,1000,0,INR,UNAPP,
,,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",RATNH22276853896,03-10-2022,1000000,0,INR,UNAPP,
,,,,"Amazon Seller Services",200194,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22276524113,03-10-2022,20301771.68,0,INR,UNAPP,
,,,,R.J.Enterprises,202062,QC12-KA,"QC - AXIS BANK - 8329",25-818804079-1,03-10-2022,259000,0,INR,UNAPP,
,,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",29544451701DC,03-10-2022,24000,0,INR,UNAPP,
,,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22346421728,04-10-2022,1500000,0,INR,UNAPP,
,,,,"SKVIPM Digisolutions",71001,QC12-KA,"QC - AXIS BANK - 8329",INDBN01103090154,01-10-2022,200000,0,INR,UNAPP,
,,,,"Always Smit Marketing Hub LLP",70195,QC12-KA,"QC - AXIS BANK - 8329",IDIBH22274276036,01-10-2022,43700,0,INR,UNAPP,
,,,,"Voucher Activation Services India",55057,QC12-KA,"QC - AXIS BANK - 8329",29535765471DC,03-10-2022,500000,0,INR,UNAPP,
,,,,"Zaggle Prepaid Ocean Services",202802,QC12-KA,"QC - AXIS BANK - 8329",ICICR42022100300519588,03-10-2022,3182500,0,INR,UNAPP,
,,,,Snapdeal,202346,QC12-KA,"QC - AXIS BANK - 8329",CITIN22346146521,03-10-2022,26390.99,0,INR,UNAPP,
,,,,"Fydox Technologies",70231,QC12-KA,"QC - AXIS BANK - 8329",MAHBR52022100312946067,03-10-2022,800000,0,INR,UNAPP,
,,,,"Credence Rewards",200615,QC12-KA,"QC - AXIS BANK - 8329",29541052271DC,03-10-2022,13440,0,INR,UNAPP,
,,,,"Bestiam Consulting International Pvt Ltd",35005,QC12-KA,"QC - AXIS BANK - 8329",25-818608854-1,03-10-2022,200000,0,INR,UNAPP,
,,,,"Advantage Club Technologies",83021,QC12-KA,"QC - AXIS BANK - 8329",ICICR22022100300015696,03-10-2022,1916000,0,INR,UNAPP,
,,,,Itc,201334,QC12-KA,"QC - AXIS BANK - 8329",IN1ON2209300C33O,30-09-2022,660000,0,INR,UNAPP,
,,,,"Austreme International Limited",68080,QC12-KA,"QC - AXIS BANK - 8329",N273222140160435,30-09-2022,244530,242550,INR,UNAPP,1980
,,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N277222147286748,04-10-2022,96202.26,0,INR,UNAPP,
,,,,"Join Commerce",201356,QC12-KA,"QC - AXIS BANK - 8329",29553221121DC,04-10-2022,300000,0,INR,UNAPP,
,,,,"Quadmo Solutions",202038,QC12-KA,"QC - AXIS BANK - 8329",N277222147933893,04-10-2022,100000,0,INR,UNAPP,
,,,,"Think Walnut Digital",202532,QC12-KA,"QC - AXIS BANK - 8329",29557121061DC,04-10-2022,28500,0,INR,UNAPP,
,,,,"Giftiicon Solutions India",70108,QC12-KA,"QC - AXIS BANK - 8329",29558695401DC,05-10-2022,7764,0,INR,UNAPP,
,,,,"Giftiicon Solutions India",70108,QC12-KA,"QC - AXIS BANK - 8329",29558696031DC,05-10-2022,7764,0,INR,UNAPP,
,,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100199969230,01-10-2022,526466.05,0,INR,UNAPP,
,,,,"Pouring Pounds India",201985,QC12-KA,"QC - AXIS BANK - 8329",CMS2862115226,01-10-2022,180999,0,INR,UNAPP,
,,,,"Pinnacle Trading",42001,QC12-KA,"QC - AXIS BANK - 8329",N274220159744987,01-10-2022,500000,0,INR,UNAPP,
,,,,"Central Mobiles",60012,QC12-KA,"QC - AXIS BANK - 8329",25-814675542-1,01-10-2022,500000,0,INR,UNAPP,
,,,,"Bargain Technologies",200327,QC12-KA,"QC - AXIS BANK - 8329",N274222143423217,01-10-2022,700000,0,INR,UNAPP,
,,,,"Cashfree Payments India",200489,QC12-KA,"QC - AXIS BANK - 8329",YESB22762738511,03-10-2022,2000000,0,INR,UNAPP,
,,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",RATNH22276739846,03-10-2022,1500000,0,INR,UNAPP,
,,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",HDFCR52022100350296080,03-10-2022,12356067.23,0,INR,UNAPP,
,,,,"Winwork Technologies Pvt Ltd",104076,QC12-KA,"QC - AXIS BANK - 8329",HSBCN22276490857,03-10-2022,100000,0,INR,UNAPP,
,,,,"Selectkaro India",202274,QC12-KA,"QC - AXIS BANK - 8329",25-818416155-1,03-10-2022,500000,0,INR,UNAPP,
,,,,"Freecharge Payment Technologies",200913,QC12-KA,"QC - AXIS BANK - 8329",N276222145543064,03-10-2022,86596.17,0,INR,UNAPP,
,,,,"Fabbo Enterprises",200852,QC12-KA,"QC - AXIS BANK - 8329",N276222145739110,03-10-2022,150000,0,INR,UNAPP,
