P_CUSTOMER_NAME,P_RECEIPT_AMOUNT,P_RECEIPT_NUMBER,P_RECEIPT_DATE,BILL_CUSTOMER_NAME,BILL_CUSTOMER_NUMBER,BUSINESS_UNIT,RECEIPT_METHOD,RECEIPT_NUMBER,RECEIPT_DATE,RECEIPT_AMOUNT,APPLIED_AMOUNT,CURRENCY,RECEIPT_STATUS_CODE,UNAPPLIED_AMOUNT
,,,,"Fossil India",200902,QC12-KA,"QC MIG",18-19/Mar/JV0956,31-03-2021,71001,0,INR,UNAPP,
,,,,"Green Home Solutions",201063,QC12-KA,"QC MIG",18-19/Mar/JV1078,31-03-2021,55316,0,INR,UNAPP,
,,,,"In2 Marketing & Consulting",201228,QC12-KA,"QC MIG","EXchange Loss March'19",31-03-2021,1755,0,INR,UNAPP,
,,,,"Indusind Bank",201254,QC12-KA,"QC MIG",18-19/Mar/JV0862,31-03-2021,3580,16.03,INR,UNAPP,3563.97
,,,,"Niteo Enterprise",201764,QC12-KA,"QC MIG",18-19/Mar/JV1054,31-03-2021,144379.44,0,INR,UNAPP,
,,,,"Speckle Internet Solutions",202366,QC12-KA,"QC MIG",18-19/Mar/JV1017,31-03-2021,10000,0,INR,UNAPP,
,,,,"Tango Card",202473,QC12-KA,"QC MIG",19-20/May/JV0232,31-03-2021,1275,0,INR,UNAPP,
,,,,"Toluna Sas",202577,QC12-KA,"QC MIG","Round Off",31-03-2021,25,0,INR,UNAPP,
,,,,"Toluna Sas",202577,QC12-KA,"QC MIG","Exchange Loss Mar'19",31-03-2021,24991,0,INR,UNAPP,
,,,,"Wells Fargo India Solutions",202741,QC12-KA,"QC MIG",18-19/Mar/JV0863,31-03-2021,3361.03,0,INR,UNAPP,
,,,,Sellerhub,202278,QC12-KA,"QC MIG",43557,31-03-2021,30000,0,INR,UNAPP,
,,,,"Ace E- Commerce Solutions",200054,QC12-KA,"QC MIG",331,31-03-2021,30000,0,INR,UNAPP,
,,,,"Brooks Consulting",200444,QC12-KA,"QC MIG",443,31-03-2021,5177,0,INR,UNAPP,
,,,,"Hdfc Asset Management Company",201114,QC12-KA,"QC MIG",19-20/Apr/JV0012,31-03-2021,14000,0,INR,UNAPP,
,,,,"Looks21 Lifestyle Services",201504,QC12-KA,"QC MIG",43564,31-03-2021,10000,0,INR,UNAPP,
,,,,"Chandra Trading",200506,QC12-KA,"QC MIG",1071,31-03-2021,20000,0,INR,UNAPP,
,,,,"Dolphin Foundry",200701,QC12-KA,"QC MIG",43565,31-03-2021,22000,0,INR,UNAPP,
,,,,"Value For Sellers",202671,QC12-KA,"QC MIG",1123,31-03-2021,50000,0,INR,UNAPP,
,,,,"Dozakh And Heaven Consultancy Services",200702,QC12-KA,"QC MIG",43678,31-03-2021,9666,0,INR,UNAPP,
,,,,"A & A Dukaan Financial Services",200012,QC12-KA,"QC MIG",19-20/Sep/JV0219,31-03-2021,560549.5,0,INR,UNAPP,
,,,,"Accenture Solutions",200049,QC12-KA,"QC MIG",NEFT/199JH52391IW0Y55,31-03-2021,418,0,INR,UNAPP,
,,,,"Accenture Solutions",200049,QC12-KA,"QC MIG",NEFT/199JH5241HGW1E03,31-03-2021,15366,0,INR,UNAPP,
,,,,"Bmcp Solutions India",200400,QC12-KA,"QC MIG",19-20/Sep/JV0259,31-03-2021,33238.01,0,INR,UNAPP,
,,,,"Accenture Solutions",200049,QC12-KA,"QC MIG",NEFT/199NH0804FMZ0F07,31-03-2021,52388,52250,INR,UNAPP,138
,,,,"Finnable Credit",200870,QC12-KA,"QC MIG",Mar'2020,31-03-2021,60647.16,0,INR,UNAPP,
,,,,"Helios Network",201132,QC12-KA,"QC MIG",19-20/Sep/JV0379,31-03-2021,27479,0,INR,UNAPP,
,,,,"General Mills India",200980,QC12-KA,"QC MIG","Advance- SIN00082Q0231470",31-03-2021,58900,0,INR,UNAPP,
,,,,"Sloyd Ventures",202340,QC12-KA,"QC MIG",21679,31-03-2021,20016,0,INR,UNAPP,
,,,,"Netcarrots. Com",201748,QC12-KA,"QC MIG",43745,31-03-2021,4935,0,INR,UNAPP,
,,,,"Mobaccs India",201662,QC12-KA,"QC MIG",Nov'19,31-03-2021,13044.34,0,INR,UNAPP,
,,,,"Indikart India",201251,QC12-KA,"QC MIG",Feb'2020,31-03-2021,7087.72,0,INR,UNAPP,
,,,,"SBI Cards and Payments Services Limited",202261,QC12-KA,"QC MIG",Receipt/SBIN219290396822,31-03-2021,549970,13631.5,INR,UNAPP,536338.5
,,,,"Netcarrots. Com",201748,QC12-KA,"QC MIG",43757,31-03-2021,18882,0,INR,UNAPP,
,,,,"Cera Sanitaryware",200502,QC12-KA,"QC MIG",QCCRNT0330201920,31-03-2021,60605,0,INR,UNAPP,
,,,,"Onkar Electronics",201829,QC12-KA,"QC MIG",19-20/Oct/JV0346,31-03-2021,10267,0,INR,UNAPP,
,,,,"Onkar Electronics",201830,QC12-KA,"QC MIG",19-20/Oct/JV0346,31-03-2021,262244,0,INR,UNAPP,
,,,,"Goodyear India",201053,QC12-KA,"QC MIG",43769,31-03-2021,7804,475,INR,UNAPP,7329
,,,,"Revamp System",202133,QC12-KA,"QC MIG","Adj Nov",31-03-2021,77033.55,0,INR,UNAPP,
,,,,"U2Opia Mobile",202626,QC12-KA,"QC MIG",Nov'19,31-03-2021,19561,0,INR,UNAPP,
,,,,"Oundrila Dey",201864,QC12-KA,"QC MIG",43598,31-03-2021,30000,0,INR,UNAPP,
,,,,Sellersellingpoint,202279,QC12-KA,"QC MIG",4775,31-03-2021,50000,0,INR,UNAPP,
,,,,"Xitamin Solution",202774,QC12-KA,"QC MIG",4799,31-03-2021,30000,0,INR,UNAPP,
,,,,"Brand Eyes Distributors",200416,QC12-KA,"QC MIG",Mar'2020,31-03-2021,21773,0,INR,UNAPP,
,,,,Rapra,202073,QC12-KA,"QC MIG",5015,31-03-2021,50000,0,INR,UNAPP,
,,,,"India Santa",201237,QC12-KA,"QC MIG",5211,31-03-2021,5780.5,0,INR,UNAPP,
,,,,"Woxa Technologies",202762,QC12-KA,"QC MIG",5318,31-03-2021,50000,0,INR,UNAPP,
,,,,"Loombiz Consultancy",201505,QC12-KA,"QC MIG",5588,31-03-2021,50000,0,INR,UNAPP,
,,,,"Priozone Consultancy",202011,QC12-KA,"QC MIG",6059,31-03-2021,50000,0,INR,UNAPP,
,,,,"Karvy Stock Broking",201392,QC12-KA,"QC MIG",6544,31-03-2021,7500,0,INR,UNAPP,
,,,,"Color Palette",200565,QC12-KA,"QC MIG",QCAZN03241920ARS,31-03-2021,1971842.39,0,INR,UNAPP,
,,,,"Flying Fish Ventures",200893,QC12-KA,"QC MIG",6769,31-03-2021,652,0,INR,UNAPP,
,,,,"TLG India Private Limited",202572,QC12-KA,"QC MIG",43626,31-03-2021,145564,0,INR,UNAPP,
,,,,Itc,201332,QC12-KA,"QC MIG",43627,31-03-2021,854.55,0,INR,UNAPP,
,,,,"Flying Fish Ventures",200893,QC12-KA,"QC MIG",8538,31-03-2021,8,0,INR,UNAPP,
,,,,"Aditiya Birla Financial",200381,QC12-KA,"QC MIG",43635,31-03-2021,81463,0,INR,UNAPP,
,,,,"Cera Sanitaryware",200502,QC12-KA,"QC MIG",8997,31-03-2021,7,0,INR,UNAPP,
,,,,"Reliance General Insurance",202115,QC12-KA,"QC MIG",9221,31-03-2021,195,0,INR,UNAPP,
,,,,"Gillette India",201004,QC12-KA,"QC MIG",CNBOP00841920CRP,31-03-2021,28194,0,INR,UNAPP,
,,,,"TLG India Private Limited",202574,QC12-KA,"QC MIG",19-20/Jun/JV0333,31-03-2021,1600,0,INR,UNAPP,
,,,,"Home Credit India Finance",201165,QC12-KA,"QC MIG",CITIR52019062900700094,31-03-2021,10656,0,INR,UNAPP,
,,,,Kpmg,201436,QC12-KA,"QC MIG",QC-INV-2182-2014-15,31-03-2021,995,0,INR,UNAPP,
,,,,"Talkcharge Technologies",202467,QC12-KA,"QC MIG",CNMTH00571920ADJ,31-03-2021,3290,0,INR,UNAPP,
,,,,"Talkcharge Technologies",202467,QC12-KA,"QC MIG",CNMTH00581920ADJ,31-03-2021,3760,0,INR,UNAPP,
,,,,"Flying Fish Ventures",200893,QC12-KA,"QC MIG",10199,31-03-2021,55,0,INR,UNAPP,
,,,,"Aditya Birla Group",200064,QC12-KA,"QC MIG","TDS 18-19",31-03-2021,1726080.54,0,INR,UNAPP,
,,,,"Ani Technologies",200215,QC12-KA,"QC MIG","TDS Entry 1819",31-03-2021,67,0,INR,UNAPP,
,,,,"Capgemini Technology Services India",200469,QC12-KA,"QC MIG","TDS Reversal Entry 1819",31-03-2021,14805,0,INR,UNAPP,
,,,,"Emami Frank Ross",200783,QC12-KA,"QC MIG","TDS 18-19",31-03-2021,79.69,0,INR,UNAPP,
,,,,"Icici Bank",201205,QC12-KA,"QC MIG","TDS Entry 1819",31-03-2021,46243,0,INR,UNAPP,
,,,,"Idfc Amc",201217,QC12-KA,"QC MIG","TDS Entry 1819",31-03-2021,128437.3,0,INR,UNAPP,
,,,,"Indusind Bank",201254,QC12-KA,"QC MIG","TDS Entry 1819",31-03-2021,56,49,INR,UNAPP,7
,,,,Itc,201332,QC12-KA,"QC MIG","TDS Entry 1819",31-03-2021,2986,0,INR,UNAPP,
,,,,"Jubilant Foodworks",201365,QC12-KA,"QC MIG","TDS 18-19",31-03-2021,473.56,0,INR,UNAPP,
,,,,"Kamani Foods",201382,QC12-KA,"QC MIG","TDS Entry 1819",31-03-2021,30000,0,INR,UNAPP,
,,,,"Kammadike Adinarayanappa Bhaskarababu",201383,QC12-KA,"QC MIG","TDS Entry 1819",31-03-2021,25145,0,INR,UNAPP,
,,,,"Kotak Mahindra Bank",201424,QC12-KA,"QC MIG","TDS Entry 1819",31-03-2021,26,0,INR,UNAPP,
,,,,"Levi Strauss India",201474,QC12-KA,"QC MIG","TDS Entry 1819",31-03-2021,86577,0,INR,UNAPP,
,,,,"Mercedes Benz India",201625,QC12-KA,"QC MIG","TDS Entry 1819",31-03-2021,85398,0,INR,UNAPP,
,,,,"Netcarrots. Com",201748,QC12-KA,"QC MIG",43651,31-03-2021,31856,0,INR,UNAPP,
,,,,"Schneider Electric India",202266,QC12-KA,"QC MIG","TDS Entry 1819",31-03-2021,23561,0,INR,UNAPP,
,,,,Snapdeal,202343,QC12-KA,"QC MIG","TDS Entry 1819",31-03-2021,6441.49,0,INR,UNAPP,
,,,,"Nineroot Technologies",201762,QC12-KA,"QC MIG",Mar'2020,31-03-2021,19500,0,INR,UNAPP,
,,,,"Kotak Mahindra Bank",201424,QC12-KA,"QC MIG","Chq- 157979",31-03-2021,364,0,INR,UNAPP,
,,,,"Msewa Software Solution",201698,QC12-KA,"QC MIG",Nov'19,31-03-2021,10743.98,0,INR,UNAPP,
,,,,"Calium Technologies",200461,QC12-KA,"QC MIG",11655,31-03-2021,30000,0,INR,UNAPP,
,,,,"Cera Sanitaryware",200502,QC12-KA,"QC MIG",43658,31-03-2021,40433,0,INR,UNAPP,
,,,,"Tube Investments Of India",202614,QC12-KA,"QC MIG",Sep'19,31-03-2021,200912,0,INR,UNAPP,
,,,,"Ss Techsource",202394,QC12-KA,"QC MIG",12759,31-03-2021,50000,0,INR,UNAPP,
,,,,"Icici Bank",201205,QC12-KA,"QC MIG","QCPINV2035201819 Anjali Sharma",31-03-2021,78311.25,0,INR,UNAPP,
,,,,Itc,201332,QC12-KA,"QC MIG",12768,31-03-2021,34977,0,INR,UNAPP,
,,,,"Netcarrots. Com",201748,QC12-KA,"QC MIG",43669,31-03-2021,2914,0,INR,UNAPP,
,,,,"Foxbox Retail",200904,QC12-KA,"QC MIG",13784,31-03-2021,5000,0,INR,UNAPP,
,,,,Surebids,202444,QC12-KA,"QC MIG",19-20/Jul/JV0480,31-03-2021,140000,0,INR,UNAPP,
,,,,Reeformers,202103,QC12-KA,"QC MIG",14237,31-03-2021,70000,0,INR,UNAPP,
,,,,"Mondelez India Foods",201676,QC12-KA,"QC MIG",Mar'2020,31-03-2021,175000,0,INR,UNAPP,
,,,,Real-Biz,202088,QC12-KA,"QC MIG",19-20/Aug/JV0076,31-03-2021,165341,0,INR,UNAPP,
,,,,Real-Biz,202089,QC12-KA,"QC MIG",19-20/Aug/JV0076,31-03-2021,5990,0,INR,UNAPP,
,,,,"Master Recycling",201599,QC12-KA,"QC MIG",Mar'2020,31-03-2021,12250,0,INR,UNAPP,
,,,,"Oravel Stays",201872,QC12-KA,"QC MIG",16923,31-03-2021,6200,0,INR,UNAPP,
,,,,"Elevatoz Loyalty-Offline",200779,QC12-KA,"QC MIG",17110,31-03-2021,96,45.46,INR,UNAPP,50.54
,,,,"Intercom-Skicorp Manufacturing",201299,QC12-KA,"QC MIG",19-20/Aug/JV0186,31-03-2021,9400.01,0,INR,UNAPP,
,,,,"Mercury Car Rentals",201627,QC12-KA,"QC MIG",43678,31-03-2021,20000,0,INR,UNAPP,
,,,,"Guru & Jana",201087,QC12-KA,"QC MIG",17238,31-03-2021,2111,0,INR,UNAPP,
,,,,"Aditiya Birla Financial",200381,QC12-KA,"QC MIG",CNMTH01131920ADJ,31-03-2021,3515,0,INR,UNAPP,
,,,,"Bright Lifecare",200436,QC12-KA,"QC MIG",QCAZN11271920RBS,31-03-2021,14881,0,INR,UNAPP,
,,,,"Reliance Jio Digital Services",202119,QC12-KA,"QC MIG",19-20/Sep/JV0060,31-03-2021,27549,2555,INR,UNAPP,24994
,,,,"Indian Oil Corporation",201245,QC12-KA,"QC MIG",QCCRNT0242201920,31-03-2021,9765,2905,INR,UNAPP,6860
,,,,"Accenture Solutions",200049,QC12-KA,"QC MIG",NEFT/199BH103186Z1N19,31-03-2021,15000,0,INR,UNAPP,
,,,,"Accenture Solutions",200049,QC12-KA,"QC MIG",NEFT/199CH24156SY2O56,31-03-2021,8393,0,INR,UNAPP,
,,,,"Home Credit India Finance",201165,QC12-KA,"QC MIG","PAYU Payment 5021174599",31-03-2021,40,0,INR,UNAPP,
,,,,"Accenture Solutions",200049,QC12-KA,"QC MIG",NEFT/199GH283205Y1756,31-03-2021,87333,0,INR,UNAPP,
,,,,"Accenture Solutions",200049,QC12-KA,"QC MIG",NEFT/199GH28359HX2064,31-03-2021,3034,0,INR,UNAPP,
,,,,"Accenture Solutions",200049,QC12-KA,"QC MIG",NEFT/199HH254020W0W95,31-03-2021,20482,0,INR,UNAPP,
,,,,"Bc Examinations And English Services",200340,QC12-KA,"QC MIG",Mar'2020,31-03-2021,3126690,0,INR,UNAPP,
,,,,"Accenture Solutions",200049,QC12-KA,"QC MIG",NEFT/199IH25251EX2561,31-03-2021,1425,0,INR,UNAPP,
,,,,"Accenture Solutions",200049,QC12-KA,"QC MIG",NEFT/199IH2536L0X0R82,31-03-2021,9895,0,INR,UNAPP,
,,,,"Obiquiste Solutions",201812,QC12-KA,"QC MIG",Receipt/UTR/25-1389707715-1,31-03-2021,50000,0,INR,UNAPP,
,,,,"Evanik Networks",200820,QC12-KA,"QC MIG",Receipt/UTR/25-1390826915-1,31-03-2021,30000,0,INR,UNAPP,
,,,,"Kapsons Fashion",201388,QC12-KA,"QC MIG",41609,31-03-2021,1790,0,INR,UNAPP,
,,,,"Mars International India",201592,QC12-KA,"QC MIG",41699,31-03-2021,223954.34,0,INR,UNAPP,
,,,,Scrol,202270,QC12-KA,"QC MIG",QCCRP10177201920,31-03-2021,940000,0,INR,UNAPP,
,,,,Scrol,202270,QC12-KA,"QC MIG",QCCRP10178201920,31-03-2021,709700,0,INR,UNAPP,
,,,,"Price Waterhouse Coopers Pl",202008,QC12-KA,"QC MIG",42505,31-03-2021,40822,0,INR,UNAPP,
,,,,"Pipingrock India",201967,QC12-KA,"QC MIG",CITIN20025184618,31-03-2021,20000,0,INR,UNAPP,
,,,,"Tvs Logistics Services",202625,QC12-KA,"QC MIG",42990,31-03-2021,9,0,INR,UNAPP,
,,,,"Netcarrots. Com",201748,QC12-KA,"QC MIG",43770,31-03-2021,11095,9925,INR,UNAPP,1170
,,,,"Software Ag Technologies",202356,QC12-KA,"QC MIG",26744,31-03-2021,3547,0,INR,UNAPP,
,,,,"Little Internet",201494,QC12-KA,"QC MIG",Feb'2020,31-03-2021,31891.09,0,INR,UNAPP,
,,,,"Cera Sanitaryware",200502,QC12-KA,"QC MIG",27801,31-03-2021,132303.24,0,INR,UNAPP,
,,,,"V. R. Infotech",202665,QC12-KA,"QC MIG",27712,31-03-2021,55265,0,INR,UNAPP,
,,,,"Icici Bank",201205,QC12-KA,"QC MIG",Advance-QCPINV2901201819,31-03-2021,3875000,3865726.75,INR,UNAPP,9273.25
,,,,Infosys,201270,QC12-KA,"QC MIG",Receipt/UTR/111400558GN00007,31-03-2021,8169,0,INR,UNAPP,
,,,,Infosys,201270,QC12-KA,"QC MIG",Receipt/UTR/111400506GN00001,31-03-2021,8708,0,INR,UNAPP,
,,,,Infosys,201270,QC12-KA,"QC MIG",Receipt/UTR/111400524GN00002,31-03-2021,323,0,INR,UNAPP,
,,,,Infosys,201270,QC12-KA,"QC MIG",Receipt/UTR/111400678GN00003,31-03-2021,1015,0,INR,UNAPP,
,,,,Infosys,201270,QC12-KA,"QC MIG",Receipt/UTR/111400634GN00002,31-03-2021,23714,0,INR,UNAPP,
,,,,"Accenture Solutions",200049,QC12-KA,"QC MIG",Receipt/UTR/19BFG2147D7B2U21,31-03-2021,1239416.73,576109.66,INR,UNAPP,663307.07
,,,,"Accenture Solutions",200049,QC12-KA,"QC MIG",Receipt/UTR/19BFG2159L0E0951,31-03-2021,110401.89,0,INR,UNAPP,
,,,,"Accenture Solutions",200049,QC12-KA,"QC MIG",Receipt/UTR/19BFG2153ABA0K79,31-03-2021,360.71,0,INR,UNAPP,
,,,,"Idc Centre For Consultancy And Research",201213,QC12-KA,"QC MIG",29323,31-03-2021,50,0,INR,UNAPP,
,,,,"Inextis Events",201255,QC12-KA,"QC MIG",Receipt/UTR/BD19112699055467,31-03-2021,17500,0,INR,UNAPP,
,,,,"A & A Dukaan Financial Services",200013,QC12-KA,"QC MIG",43891,31-03-2021,496709,0,INR,UNAPP,
,,,,"Durfi Retail Pvt Ltd",5022,QC12-KA,"QC MIG",Receipt/UTR/CMS1863111034,31-03-2021,15000,4860,INR,UNAPP,10140
,,,,"Mind Merchant Global",201647,QC12-KA,"QC MIG",Receipt/UTR/000227904599,31-03-2021,12000,0,INR,UNAPP,
,,,,"Adroit Krishna Private Limited",5016,QC12-KA,"QC MIG",Adjmar21,31-03-2021,47968,153,INR,UNAPP,47815
,,,,"Shri Shyam Communication",202309,QC12-KA,"QC MIG",3671,31-03-2021,40672,0,INR,UNAPP,
,,,,"AVEVA Solutions India",5021,QC12-KA,"QC MIG",Receipt/UTR/HSBCN21084270465,31-03-2021,192000,191297,INR,UNAPP,703
,,,,"Tally India",202468,QC12-KA,"QC MIG",12111,31-03-2021,7000,0,INR,UNAPP,
,,,,"Toolwire Inc",202578,QC12-KA,"QC MIG",Nov'19,31-03-2021,138883.85,0,INR,UNAPP,
,,,,"GVP Enterprises",5026,QC12-KA,"QC MIG",Mar'21,31-03-2021,2000300,1949110,INR,UNAPP,51190
,,,,"Flying Fish Ventures",200893,QC12-KA,"QC MIG",31374,31-03-2021,40,0,INR,UNAPP,
,,,,"Home Credit India Finance",201165,QC12-KA,"QC MIG",CITIR52019120500704429,31-03-2021,28800,0,INR,UNAPP,
,,,,"Quiph Media Pvt Ltd",5027,QC12-KA,"QC MIG",Receipt/UTR/25-1890202372-1,31-03-2021,1000,0,INR,UNAPP,
,,,,"Ve Commercial Vehicles",202681,QC12-KA,"QC MIG",Receipt/UTR/CMS1323499952,31-03-2021,1000000,249207,INR,UNAPP,750793
,,,,"Quiph Media Pvt Ltd",5027,QC12-KA,"QC MIG",Receipt/UTR/25-1891827040-1,31-03-2021,99000,69192.75,INR,UNAPP,29807.25
,,,,"Schneider Electric India",202265,QC12-KA,"QC MIG",Receipt/UTR/CITIN19075928998,31-03-2021,276000,0,INR,UNAPP,
,,,,"Netcarrots. Com",201748,QC12-KA,"QC MIG",Receipt/UTR/SIN02230Q0039430,31-03-2021,3080,0,INR,UNAPP,
,,,,"Back To The Front Services",200314,QC12-KA,"QC MIG",33811,31-03-2021,1890,0,INR,UNAPP,
,,,,"Dgtg Marketing & Retail",200672,QC12-KA,"QC MIG",34312,31-03-2021,11135,0,INR,UNAPP,
,,,,"Dgtg Marketing & Retail",200672,QC12-KA,"QC MIG",34332,31-03-2021,1500,0,INR,UNAPP,
,,,,"Dmi Finance",200695,QC12-KA,"QC MIG",Mar'20,31-03-2021,994741.09,705123.3,INR,UNAPP,289617.79
,,,,Infosys,201270,QC12-KA,"QC MIG",Receipt/UTR/123100243GN00001,31-03-2021,2128,0,INR,UNAPP,
,,,,Infosys,201270,QC12-KA,"QC MIG",Receipt/UTR/123100276GN00001,31-03-2021,300,0,INR,UNAPP,
,,,,"Dgtg Marketing & Retail",200672,QC12-KA,"QC MIG",19-20/Jan/JV0009,31-03-2021,1500,0,INR,UNAPP,
,,,,"Netcarrots. Com",201748,QC12-KA,"QC MIG",Receipt/UTR/SIN02230Q0039598,31-03-2021,3960,0,INR,UNAPP,
,,,,"TLG India Private Limited",202572,QC12-KA,"QC MIG",35970,31-03-2021,322234.69,35046,INR,UNAPP,287188.69
,,,,"Axis Bank",200301,QC12-KA,"QC MIG",36128,31-03-2021,21150,0,INR,UNAPP,
,,,,"Dgtg Marketing & Retail",200672,QC12-KA,"QC MIG",36227,31-03-2021,3740,0,INR,UNAPP,
,,,,"Ho Food Services",201162,QC12-KA,"QC MIG",43836,31-03-2021,62075,0,INR,UNAPP,
,,,,"Sandisk India Device Design Centre",202234,QC12-KA,"QC MIG",36255,31-03-2021,2700,0,INR,UNAPP,
,,,,A-Class,200057,QC12-KA,"QC MIG",Receipt/UTR/25-1371281989-1,31-03-2021,30000,0,INR,UNAPP,
,,,,"Olx India",201822,QC12-KA,"QC MIG",CITIN20008544709,31-03-2021,14424,9600,INR,UNAPP,4824
,,,,"Britannia Industries",200440,QC12-KA,"QC MIG",NEFT/N017201039184136,31-03-2021,5568,0,INR,UNAPP,
,,,,"Godigit General Insurance",201032,QC12-KA,"QC MIG",38874,31-03-2021,7394,0,INR,UNAPP,
,,,,"Majj Iv Star Enterprises",201559,QC12-KA,"QC MIG",Mar'2020,31-03-2021,2526252.52,0,INR,UNAPP,
,,,,"Foxbox Retail",200904,QC12-KA,"QC MIG",39251,31-03-2021,2005,0,INR,UNAPP,
,,,,"Ve Commercial Vehicles",202681,QC12-KA,"QC MIG",39241,31-03-2021,787,0,INR,UNAPP,
,,,,"Godigit General Insurance",201032,QC12-KA,"QC MIG",Receipt/UTR/25-1379632230-1,31-03-2021,3248,0,INR,UNAPP,
,,,,"Ani Technologies",200215,QC12-KA,"QC MIG",Receipt/UTR/N029201048089321,31-03-2021,21500,0,INR,UNAPP,
,,,,"Kapsons Fashion",201388,QC12-KA,"QC MIG",40356,31-03-2021,19777,0,INR,UNAPP,
,,,,"Pidilite Industries Ltd",201957,QC12-KA,"QC MIG",CNBOP04491920RES,31-03-2021,9400,0,INR,UNAPP,
,,,,"Hicare Services",201144,QC12-KA,"QC MIG",Adj-Jan'21,31-03-2021,4920,0,INR,UNAPP,
,,,,"Ani Technologies",200215,QC12-KA,"QC MIG",Receipt/UTR/N158201153229867,31-03-2021,304491,54600,INR,UNAPP,249891
,,,,"Deutsche Bank Ag",200669,QC12-KA,"QC MIG",Receipt/UTR/060800588GN00021,31-03-2021,1664,129.8,INR,UNAPP,1534.2
,,,,"Netcarrots. Com",201748,QC12-KA,"QC MIG",Receipt/UTR/SIN02230Q0041641,31-03-2021,435,80,INR,UNAPP,355
,,,,"Iqvia Rds (India)",201318,QC12-KA,"QC MIG",Advance,31-03-2021,1296,0,INR,UNAPP,
,,,,"Iqvia Rds (India)",201323,QC12-KA,"QC MIG",Advance,31-03-2021,1296,0,INR,UNAPP,
,,,,"Iqvia Rds (India)",201319,QC12-KA,"QC MIG",Advance,31-03-2021,1296,0,INR,UNAPP,
,,,,"Iqvia Rds (India)",201320,QC12-KA,"QC MIG",Advance,31-03-2021,1296,0,INR,UNAPP,
,,,,"Iqvia Rds (India)",201322,QC12-KA,"QC MIG",Advance,31-03-2021,1296,0,INR,UNAPP,
,,,,"Iqvia Rds (India)",201321,QC12-KA,"QC MIG",Advance,31-03-2021,3240,0,INR,UNAPP,
,,,,"Hyperkonnect Technologies",201189,QC12-KA,"QC MIG",Nov'20,31-03-2021,41818.42,0,INR,UNAPP,
,,,,Infosys,201270,QC12-KA,"QC MIG",Receipt/UTR/063000726GN00002,31-03-2021,26594.8,0,INR,UNAPP,
,,,,"Inspirelabs Solutions",201287,QC12-KA,"QC MIG",Nov'20,31-03-2021,262280.25,0,INR,UNAPP,
,,,,"Pidilite Industries Ltd",201957,QC12-KA,"QC MIG",Receipt/UTR/CITIN20026556745,31-03-2021,30104.55,23645.5,INR,UNAPP,6459.05
,,,,"Essel Business Excellence Services",200809,QC12-KA,"QC MIG",43813,31-03-2021,9600,0,INR,UNAPP,
,,,,Scrol,202270,QC12-KA,"QC MIG",CNMTH02761920ADJ,31-03-2021,230300,0,INR,UNAPP,
,,,,"Sophont Technologies-Nafa",202361,QC12-KA,"QC MIG",Mar'20,31-03-2021,113871.4,0,INR,UNAPP,
,,,,"Ola Fleet Technologies",201820,QC12-KA,"QC MIG",19-20/Mar/JV0024,31-03-2021,150000,0,INR,UNAPP,
,,,,"Flying Fish Ventures",200893,QC12-KA,"QC MIG",45723,31-03-2021,800,0,INR,UNAPP,
,,,,"Foxbox Retail",200904,QC12-KA,"QC MIG",Receipt/UTR/25-1432413320-1,31-03-2021,50000,36000,INR,UNAPP,14000
,,,,"Ani Technologies",200215,QC12-KA,"QC MIG",43901,31-03-2021,40000,0,INR,UNAPP,
,,,,"Tvs Motor Company",202623,QC12-KA,"QC MIG",50283,31-03-2021,1950,0,INR,UNAPP,
,,,,"Inspirelabs Solutions",201285,QC12-KA,"QC MIG",Mar'20,31-03-2021,204150,0,INR,UNAPP,
,,,,"Total Oil India",202580,QC12-KA,"QC MIG",52240,31-03-2021,1125,0,INR,UNAPP,
,,,,"Ve Commercial Vehicles",202685,QC12-KA,"QC MIG",19-20/Mar/JV0412,31-03-2021,200000,174017,INR,UNAPP,25983
,,,,"Msd Pharmaceuticals",201697,QC12-KA,"QC MIG",19-20/Mar/JV0543,31-03-2021,81410,0,INR,UNAPP,
,,,,"Mtr Foods",201701,QC12-KA,"QC MIG",Receipt/UTR/CITIN20049366566,31-03-2021,10884.04,0,INR,UNAPP,
,,,,"Ashish Securities",200273,QC12-KA,"QC MIG",Nov'20,31-03-2021,258825,254262,INR,UNAPP,4563
,,,,"Food Kart & Kraft",200896,QC12-KA,"QC MIG","Need to be loaded",31-03-2021,2296,0,INR,UNAPP,
,,,,"In2 Marketing & Consulting",201228,QC12-KA,"QC MIG",19-20/Mar/JV1011,31-03-2021,2642.98,0,INR,UNAPP,
,,,,"Integrated Decisions And Systems",201297,QC12-KA,"QC MIG",CNBOP06071920CRP,31-03-2021,10,0,INR,UNAPP,
,,,,"Lifestyle International",201486,QC12-KA,"QC MIG",QCSCN00221920LST,31-03-2021,457.84,0,INR,UNAPP,
,,,,"Lifestyle International",201486,QC12-KA,"QC MIG",QCSCN00231920LST,31-03-2021,675.32,0,INR,UNAPP,
,,,,"Tango Card",202473,QC12-KA,"QC MIG",19-20/Mar/JV1011,31-03-2021,1919.77,0,INR,UNAPP,
,,,,"Toluna Sas",202577,QC12-KA,"QC MIG",19-20/Mar/JV1011,31-03-2021,9558.96,0,INR,UNAPP,
,,,,Marico,201587,QC12-KA,"QC MIG",Receipt/UTR/SCBLH20094003495,31-03-2021,365849,0,INR,UNAPP,
