P_CUSTOMER_NAME,P_FROM_DATE,P_TO_DATE,BILL_CUSTOMER_NAME,BILL_CUSTOMER_NUMBER,BUSINESS_UNIT,RECEIPT_METHOD,RECEIPT_NUMBER,RECEIPT_DATE,RECEIPT_AMOUNT,APPLIED_AMOUNT,UNAPPLIED_AMOUNT,CURRENCY,RECEIPT_STATUS_CODE
,,,"Tata Motors",202479,QC12-KA,"QC - AXIS BANK - 8329",N102221915118503,12-04-2022,74769.16,74769.16,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N102221915122270,12-04-2022,176609.11,176609.11,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N102221915122497,12-04-2022,5778.16,5778.16,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N102221915122768,12-04-2022,50,50,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N102221915123600,12-04-2022,4898.64,4898.64,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N102221915127923,12-04-2022,2333.27,2333.27,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N102221915131257,12-04-2022,72212.97,72212.97,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N102221915131990,12-04-2022,182708.37,182708.37,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N102221915135702,12-04-2022,19787.6,19787.6,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N102221915135822,12-04-2022,10771.94,10771.94,0,INR,APP
,,,"Payu Payments",4040,QC12-KA,"QC - AXIS BANK - 8329",N102221915137613,12-04-2022,336.16,336.16,0,INR,APP
,,,"Youfirst Ventures",202788,QC12-KA,"QC - AXIS BANK - 8329",N102221915139502,12-04-2022,77000,77000,0,INR,APP
,,,"Youfirst Ventures",202788,QC12-KA,"QC - AXIS BANK - 8329",N102221915139509,12-04-2022,28874,28874,0,INR,APP
,,,Ecoclan,200742,QC12-KA,"QC - AXIS BANK - 8329",N102221915145813,12-04-2022,75000,75000,0,INR,APP
,,,"Godrej Industries",70054,QC12-KA,"QC - AXIS BANK - 8329",N102221915184032,12-04-2022,4,4,0,INR,APP
,,,"Kamal Electronics",201381,QC12-KA,"QC - AXIS BANK - 8329",N102221915207911,12-04-2022,500000,500000,0,INR,APP
,,,"NEOPERKS MARKETING SOLUTIONS PRIVATE LIMITED",52061,QC12-KA,"QC - AXIS BANK - 8329",N102221915222158,12-04-2022,106700,106700,0,INR,APP
,,,"Telenova Services",55008,QC12-KA,"QC - AXIS BANK - 8329",N102221915327510,12-04-2022,10000,10000,0,INR,APP
,,,"Watermark Marketing",202732,QC12-KA,"QC - AXIS BANK - 8329",N102221915402401,12-04-2022,1930,1930,0,INR,APP
,,,"Chumbak Design",200527,QC12-KA,"QC - AXIS BANK - 8329",N102221915406727,12-04-2022,53555,53555,0,INR,APP
,,,"Application Software Technologies",73010,QC12-KA,"QC - AXIS BANK - 8329",N102221915514455,12-04-2022,187000,181390,5610,INR,UNAPP
,,,"Rcs Computers",202085,QC12-KA,"QC - AXIS BANK - 8329",N102221915588194,12-04-2022,100000,100000,0,INR,APP
,,,"Tracxn Technologies Limited",73011,QC12-KA,"QC - AXIS BANK - 8329",N102221915612298,12-04-2022,78500,78500,0,INR,APP
,,,"Freecharge Payment Technologies",200913,QC12-KA,"QC - AXIS BANK - 8329",N102221915696484,12-04-2022,52353.46,52353.46,0,INR,APP
,,,"Paradeep Phosphates",201886,QC12-KA,"QC - AXIS BANK - 8329",N102221915834201,12-04-2022,75224,,,INR,UNAPP
,,,"Pine Labs Noida",7020,QC12-KA,"QC - AXIS BANK - 8329",N102221915903390,12-04-2022,19945.42,19945.42,0,INR,APP
,,,"Pine Labs Noida",7020,QC12-KA,"QC - AXIS BANK - 8329",N102221915903392,12-04-2022,61227.53,61227.53,0,INR,APP
,,,"Vouchagram India",202720,QC12-KA,"QC - AXIS BANK - 8329",N102221915925092,12-04-2022,14325000,14325000,0,INR,APP
,,,"Arvind Smartspaces",73012,QC12-KA,"QC - AXIS BANK - 8329",N102221916015517,12-04-2022,322,322,0,INR,APP
,,,"One MobiKwik Systems",14005,QC12-KA,"QC - AXIS BANK - 8329","ONE MOBIKWIK SY",12-04-2022,10596.62,10596.62,0,INR,APP
,,,"Darpan Enterprises",200643,QC12-KA,"QC - AXIS BANK - 8329",P102220163951749,12-04-2022,24005.76,24005.76,0,INR,APP
,,,"One97 Communications Ltd",4037,QC12-KA,"QC - AXIS BANK - 8329",PYTM221021913994,12-04-2022,2209.18,2209.18,0,INR,APP
,,,"One97 Communications Ltd",4037,QC12-KA,"QC - AXIS BANK - 8329",PYTM221021950876,12-04-2022,6238.3,6238.3,0,INR,APP
,,,"One97 Communications Ltd",4037,QC12-KA,"QC - AXIS BANK - 8329",PYTMR22022041200283669,12-04-2022,1348551.55,1348551.55,0,INR,APP
,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",RATNH22102036350,12-04-2022,1000000,1000000,0,INR,APP
,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",RATNH22102080102,12-04-2022,1000000,1000000,0,INR,APP
,,,"Pastech Digital Private Limited",4033,QC12-KA,"QC - AXIS BANK - 8329",RATNH22102125144,12-04-2022,500000,500000,0,INR,APP
,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",RATNH22102136384,12-04-2022,500000,500000,0,INR,APP
,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",RATNH22102193014,12-04-2022,800000,800000,0,INR,APP
,,,"Gift Links India",200993,QC12-KA,"QC - AXIS BANK - 8329",SBIN122102582389,12-04-2022,21600,21600,0,INR,APP
,,,"Spal Connects",54006,QC12-KA,"QC - AXIS BANK - 8329",SBINR12022041277832898,12-04-2022,200000,200000,0,INR,APP
,,,"Kausalya Agencies",201395,QC12-KA,"QC - AXIS BANK - 8329",SBINR12022041277960647,12-04-2022,400000,400000,0,INR,APP
,,,Itc,201332,QC12-KA,"QC - AXIS BANK - 8329",SIN00345Q0714149,12-04-2022,3965684.71,3965684.71,0,INR,APP
,,,"Garagepreneurs Internet",200957,QC12-KA,"QC - AXIS BANK - 8329",YESBR52022041291023296,12-04-2022,2000000,2000000,0,INR,APP
,,,"Zaggle Prepaid Ocean Services",202803,QC12-KA,"QC - AXIS BANK - 8329",YESBR52022041291030723,12-04-2022,1520000,1520000,0,INR,APP
,,,"Zaggle Prepaid Ocean Services",202803,QC12-KA,"QC - AXIS BANK - 8329",YESBR52022041291030725,12-04-2022,338100,338100,0,INR,APP
,,,"Zagg Network",202799,QC12-KA,"QC - AXIS BANK - 8329",000243268164,13-04-2022,400000,400000,0,INR,APP
,,,"Saksoft Limited",69001,QC12-KA,"QC - AXIS BANK - 8329",000243408480,13-04-2022,15000,15000,0,INR,APP
,,,"DB Enterprises",53010,QC12-KA,"QC - AXIS BANK - 8329",000532507646,13-04-2022,198000,198000,0,INR,APP
,,,"Silver Springs Pleasure Resorts",202320,QC12-KA,"QC - AXIS BANK - 8329",000532839482,13-04-2022,643856,643856,0,INR,APP
,,,Indiancashback,201249,QC12-KA,"QC - AXIS BANK - 8329",0413i7099935351,13-04-2022,20000,20000,0,INR,APP
,,,"Vivish Technologies",52024,QC12-KA,"QC - AXIS BANK - 8329",0811OP2104185562,13-04-2022,4850,4850,0,INR,APP
,,,"EKAGRATA FINANCE PRIVATE LIMITED",152830,SE26-IND,BTPL-ICICI-1112-Domestic,182225,13-04-2022,24,,,INR,UNAPP
,,,"Axis Bank",152792,SE26-IND,BTPL-AxisBank-3007,182226,13-04-2022,78142.94,78142.94,0,INR,APP
,,,"Samast Technologies",202218,QC12-KA,"QC - AXIS BANK - 8329",204135263813,13-04-2022,346800,346800,0,INR,APP
,,,"Genius Consultants Limited",72056,QC12-KA,"QC - AXIS BANK - 8329",204135790361,13-04-2022,90950,90950,0,INR,APP
,,,"Flipkart Internet",200889,QC12-KA,"QC - AXIS BANK - 8329",210300207GN00107,13-04-2022,2001046,2001046,0,INR,APP
,,,"Flipkart Internet",200890,QC12-KA,"QC - AXIS BANK - 8329",210300240GN00160,13-04-2022,31467.63,31467.63,0,INR,APP
,,,"Flipkart Internet",200890,QC12-KA,"QC - AXIS BANK - 8329",210300250GN00124,13-04-2022,33080.76,33080.76,0,INR,APP
,,,"Amazon Pay (India)",200131,QC12-KA,"QC - AXIS BANK - 8329",210300337GN00001,13-04-2022,103884.49,103884.49,0,INR,APP
,,,"Softwareone India",52038,QC12-KA,"QC - AXIS BANK - 8329",210300577GN00009,13-04-2022,4863,4863,0,INR,APP
,,,"Myntra Designs_1",201711,QC12-KA,"QC - AXIS BANK - 8329",210300626GN00037,13-04-2022,78346684,78346684,0,INR,APP
,,,"Myntra Designs_1",201711,QC12-KA,"QC - AXIS BANK - 8329",210300627GN00213,13-04-2022,17536751,17536751,0,INR,APP
,,,"Tech Connect Retail",202494,QC12-KA,"QC - AXIS BANK - 8329",210300655GN00200,13-04-2022,945642,945642,0,INR,APP
,,,"Tech Connect Retail",202494,QC12-KA,"QC - AXIS BANK - 8329",210300811GN00046,13-04-2022,10306289,10306289,0,INR,APP
,,,"Amazon Seller Services",200172,QC12-KA,"QC - AXIS BANK - 8329",210301164GN00041,13-04-2022,545502.48,545502.48,0,INR,APP
,,,"Amazon Seller Services",200194,QC12-KA,"QC - AXIS BANK - 8329",210301501GN00458,13-04-2022,19137377.73,19137377.73,0,INR,APP
,,,"RZPX Private Limited",73013,QC12-KA,"QC - AXIS BANK - 8329",210317871526,13-04-2022,349367,349367,0,INR,APP
,,,"Unique Enterprises",73009,QC12-KA,"QC - AXIS BANK - 8329",210318325621,13-04-2022,80000,80000,0,INR,APP
,,,"Mindler Education",73016,QC12-KA,"QC - AXIS BANK - 8329",210320304192,13-04-2022,200000,200000,0,INR,APP
,,,"Prepay Network",71075,QC12-KA,"QC - AXIS BANK - 8329",210321627196,13-04-2022,42000,42000,0,INR,APP
,,,"Accenture Solutions",200049,QC12-KA,"QC - AXIS BANK - 8329",224CH28116RY2218,13-04-2022,64423.51,64423.51,0,INR,APP
,,,"Accenture Solutions",200049,QC12-KA,"QC - AXIS BANK - 8329",224CH2813CLV0615,13-04-2022,48076.87,48076.87,0,INR,APP
,,,"Research Now India",202128,QC12-KA,"QC - AXIS BANK - 8329",224CN4940MWW1E68,13-04-2022,1950000,1950000,0,INR,APP
,,,"Accenture Solutions",200049,QC12-KA,"QC - AXIS BANK - 8329",224D434560EV1M14,13-04-2022,283654.06,283654.06,0,INR,APP
,,,"KDS Mobile Hub",4030,QC12-KA,"QC - AXIS BANK - 8329",25-506779607-1,13-04-2022,180000,180000,0,INR,APP
,,,R.J.Enterprises,202062,QC12-KA,"QC - AXIS BANK - 8329",25-506877741-1,13-04-2022,75000,75000,0,INR,APP
,,,"Saffroncoin Solutions",202205,QC12-KA,"QC - AXIS BANK - 8329",25-506877936-1,13-04-2022,103800,103800,0,INR,APP
,,,"Trade7 Enterprise",202587,QC12-KA,"QC - AXIS BANK - 8329",25-506946636-1,13-04-2022,100000,100000,0,INR,APP
,,,"Clavax Technologies",200536,QC12-KA,"QC - AXIS BANK - 8329",25-506977686-1,13-04-2022,99000,99000,0,INR,APP
,,,"Hansh Technologies",201100,QC12-KA,"QC - AXIS BANK - 8329",25-506995970-1,13-04-2022,100000,100000,0,INR,APP
,,,"Desi Innovation",200668,QC12-KA,"QC - AXIS BANK - 8329",25-507005696-1,13-04-2022,200000,200000,0,INR,APP
,,,"Trade7 Enterprise",202587,QC12-KA,"QC - AXIS BANK - 8329",25-507040096-1,13-04-2022,63720,63720,0,INR,APP
,,,"Cpas Technologies",200610,QC12-KA,"QC - AXIS BANK - 8329",25-507080223-1,13-04-2022,2441750,2441750,0,INR,APP
,,,"Selectkaro India",202274,QC12-KA,"QC - AXIS BANK - 8329",25-507083354-1,13-04-2022,390000,390000,0,INR,APP
,,,"We Adorn",9026,QC12-KA,"QC - AXIS BANK - 8329",25-507104757-1,13-04-2022,654750,654750,0,INR,APP
,,,"32 Checks",200003,QC12-KA,"QC - AXIS BANK - 8329",25-507155337-1,13-04-2022,200000,200000,0,INR,APP
,,,"Orpid Smart Tech",201860,QC12-KA,"QC - AXIS BANK - 8329",25-507155835-1,13-04-2022,200000,200000,0,INR,APP
,,,"Slcs Enterprises (Opc)",202338,QC12-KA,"QC - AXIS BANK - 8329",25-507161166-1,13-04-2022,144000,144000,0,INR,APP
,,,"The Banyan Tree",70220,QC12-KA,"QC - AXIS BANK - 8329",25-507207585-1,13-04-2022,78648,78648,0,INR,APP
,,,"Eon Trading",200794,QC12-KA,"QC - AXIS BANK - 8329",25-507242590-1,13-04-2022,150000,150000,0,INR,APP
,,,"Eon Trading",200794,QC12-KA,"QC - AXIS BANK - 8329",25-507245173-1,13-04-2022,100000,100000,0,INR,APP
,,,"Zpay Solutions",202830,QC12-KA,"QC - AXIS BANK - 8329",25-507310053-1,13-04-2022,150000,150000,0,INR,APP
,,,"Foxglove Business Services",200907,QC12-KA,"QC - AXIS BANK - 8329",25-507318846-1,13-04-2022,48000,48000,0,INR,APP
,,,"Slcs Enterprises (Opc)",202338,QC12-KA,"QC - AXIS BANK - 8329",25-507352103-1,13-04-2022,960000,960000,0,INR,APP
,,,"Manak Waste Management",201571,QC12-KA,"QC - AXIS BANK - 8329",25-507594368-1,13-04-2022,300000,300000,0,INR,APP
,,,"Zotlay Mobility",202828,QC12-KA,"QC - AXIS BANK - 8329",25-507630917-1,13-04-2022,500000,500000,0,INR,APP
,,,"Thalapthi Mobiles",202517,QC12-KA,"QC - AXIS BANK - 8329",25-507650796-1,13-04-2022,100000,100000,0,INR,APP
,,,"Bestiam Consulting International Pvt Ltd",35005,QC12-KA,"QC - AXIS BANK - 8329",25-507745866-1,13-04-2022,100000,100000,0,INR,APP
,,,"Zpay Solutions",202830,QC12-KA,"QC - AXIS BANK - 8329",25-507792720-1,13-04-2022,100000,100000,0,INR,APP
,,,"Foxglove Business Services",200907,QC12-KA,"QC - AXIS BANK - 8329",25-507807729-1,13-04-2022,624000,624000,0,INR,APP
,,,"The Banyan Tree",70220,QC12-KA,"QC - AXIS BANK - 8329",25-507960083-1,13-04-2022,19300,19300,0,INR,APP
,,,"Cherrytin Online",200524,QC12-KA,"QC - AXIS BANK - 8329",25-508129359-1,13-04-2022,22207.5,22207.5,0,INR,APP
,,,"Cherrytin Online",200522,QC12-KA,"QC - AXIS BANK - 8329",25-508129369-1,13-04-2022,50000,50000,0,INR,APP
,,,"Betterdays Technologies",67117,QC12-KA,"QC - AXIS BANK - 8329",25-508130897-1,13-04-2022,2000,,,INR,UNAPP
,,,Pointhai.Com,201983,QC12-KA,"QC - AXIS BANK - 8329",25-508150695-1,13-04-2022,18600,18600,0,INR,APP
,,,"Trinity Solutions",52056,QC12-KA,"QC - AXIS BANK - 8329",25-508176033-1,13-04-2022,987050,987050,0,INR,APP
,,,"Hansh Technologies",201100,QC12-KA,"QC - AXIS BANK - 8329",25-508561339-1,13-04-2022,100000,100000,0,INR,APP
,,,"Telitek E-Services",202509,QC12-KA,"QC - AXIS BANK - 8329",25-508647978-1,13-04-2022,200000,200000,0,INR,APP
,,,"Suvo Goalltrip Tours & Travels",202445,QC12-KA,"QC - AXIS BANK - 8329",25-508649611-1,13-04-2022,100000,100000,0,INR,APP
,,,"Eon Trading",200794,QC12-KA,"QC - AXIS BANK - 8329",25-508685042-1,13-04-2022,200000,200000,0,INR,APP
,,,"Eon Trading",200794,QC12-KA,"QC - AXIS BANK - 8329",25-508691775-1,13-04-2022,50000,50000,0,INR,APP
,,,"Rehman Mobile Communication",201540,QC12-KA,"QC - AXIS BANK - 8329",25-508706701-1,13-04-2022,140000,140000,0,INR,APP
,,,Knovedad,201417,QC12-KA,"QC - AXIS BANK - 8329",25-508770653-1,13-04-2022,25000,25000,0,INR,APP
,,,"A&A Enterprises",200022,QC12-KA,"QC - AXIS BANK - 8329",25-508786623-1,13-04-2022,199000,199000,0,INR,APP
,,,"Ss Retail",9009,QC12-KA,"QC - AXIS BANK - 8329",25-508825705-1,13-04-2022,100000,100000,0,INR,APP
,,,"Bhagwati E Commerce India",200361,QC12-KA,"QC - AXIS BANK - 8329",25-508848067-1,13-04-2022,200000,200000,0,INR,APP
,,,"Super Cool Company",202437,QC12-KA,"QC - AXIS BANK - 8329",25-508911814-1,13-04-2022,50000,50000,0,INR,APP
,,,"Pure Optimum Marketing Services",202027,QC12-KA,"QC - AXIS BANK - 8329",27110669811DC,13-04-2022,3800,3800,0,INR,APP
,,,"Eric Enterprises",60018,QC12-KA,"QC - AXIS BANK - 8329",27113672901DC,13-04-2022,1668000,1668000,0,INR,APP
,,,"Sushyn Solutions Private Limited",27024,QC12-KA,"QC - AXIS BANK - 8329",27114343401DC,13-04-2022,10000,10000,0,INR,APP
,,,"Clearwater Analytics India",52036,QC12-KA,"QC - AXIS BANK - 8329",27115116711DC,13-04-2022,91750,91750,0,INR,APP
,,,"Gifting Delight",70003,QC12-KA,"QC - AXIS BANK - 8329",27115640611DC,13-04-2022,720000,720000,0,INR,APP
,,,"Prexo Trading",202004,QC12-KA,"QC - AXIS BANK - 8329",27116193901DC,13-04-2022,500000,500000,0,INR,APP
,,,"Sunrise Mentors",202436,QC12-KA,"QC - AXIS BANK - 8329",27116352111DC,13-04-2022,400000,400000,0,INR,APP
,,,"Srihitha Shopping Services",69002,QC12-KA,"QC - AXIS BANK - 8329",27116369661DC,13-04-2022,3940,3940,0,INR,APP
,,,"Srihitha Shopping Services",69002,QC12-KA,"QC - AXIS BANK - 8329",27116389601DC,13-04-2022,11820,11820,0,INR,APP
,,,"Nxtify Technologies",201794,QC12-KA,"QC - AXIS BANK - 8329",27116803881DC,13-04-2022,47750,47750,0,INR,APP
,,,"Voucher Activation Services India",55057,QC12-KA,"QC - AXIS BANK - 8329",27117862171DC,13-04-2022,34560,34560,0,INR,APP
,,,"Dealsnow Consumer Solutions",200661,QC12-KA,"QC - AXIS BANK - 8329",27119043171DC,13-04-2022,99999,99999,0,INR,APP
,,,"Dealsnow Consumer Solutions",200661,QC12-KA,"QC - AXIS BANK - 8329",27119054131DC,13-04-2022,99999,99999,0,INR,APP
,,,"Dealsnow Consumer Solutions",200661,QC12-KA,"QC - AXIS BANK - 8329",27119080381DC,13-04-2022,51000,51000,0,INR,APP
,,,"Join Commerce",201354,QC12-KA,"QC - AXIS BANK - 8329",27120921451DC,13-04-2022,2500000,2500000,0,INR,APP
,,,"Join Commerce",201356,QC12-KA,"QC - AXIS BANK - 8329",27120963221DC,13-04-2022,800000,800000,0,INR,APP
,,,"Icici Bank",201204,QC12-KA,"QC - AXIS BANK - 8329",27122118581DC,13-04-2022,450000000,450000000,0,INR,APP
,,,PVR,202032,QC12-KA,"QC - AXIS BANK - 8329",446042,13-04-2022,198906,198906,0,INR,APP
,,,"Gifting Ideas",34008,QC12-KA,"QC - AXIS BANK - 8329",447382,13-04-2022,211140,211140,0,INR,APP
,,,"Gifting Ideas",34008,QC12-KA,"QC - AXIS BANK - 8329",447384,13-04-2022,95795,95795,0,INR,APP
,,,"Airtel Payments Bank",200093,QC12-KA,"QC - AXIS BANK - 8329",A103220010088826,13-04-2022,7461.9,7461.9,0,INR,APP
,,,"Camden Town Technologies",200464,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0131520041,13-04-2022,10000000,10000000,0,INR,APP
,,,"Arevuk Advisory Services",200249,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0131529435,13-04-2022,86363.36,86363.36,0,INR,APP
,,,"Manak Waste Management",201572,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0131563845,13-04-2022,700000,700000,0,INR,APP
,,,"Camden Town Technologies",200464,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0131620302,13-04-2022,15000000,15000000,0,INR,APP
,,,"Camden Town Technologies",200464,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0131620303,13-04-2022,15000000,15000000,0,INR,APP
,,,"Camden Town Technologies",200464,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0131640727,13-04-2022,20000000,20000000,0,INR,APP
,,,"Camden Town Technologies",200464,QC12-KA,"QC - AXIS BANK - 8329",AXISCN0131640728,13-04-2022,10000000,10000000,0,INR,APP
,,,"Knoah Solutions",70198,QC12-KA,"QC - AXIS BANK - 8329",AXISP00280639049,13-04-2022,55000,55000,0,INR,APP
,,,"Redcentric Solutions",71003,QC12-KA,"QC - AXIS BANK - 8329",AXISP00280764245,13-04-2022,15920,15920,0,INR,APP
,,,"Merino Industries",201628,QC12-KA,"QC - AXIS BANK - 8329",AXISP00281010911,13-04-2022,150626,150626,0,INR,APP
,,,"ASC Sourcing Solutions",67105,QC12-KA,"QC - AXIS BANK - 8329",AXSK221030016542,13-04-2022,100000,100000,0,INR,APP
,,,"Quest Retail",202046,QC12-KA,"QC - AXIS BANK - 9303",BD22041369928526,13-04-2022,40500,40500,0,INR,APP
,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH22103136744,13-04-2022,2500000,2500000,0,INR,APP
,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH22103136840,13-04-2022,2500000,2500000,0,INR,APP
,,,"Paramount Industries",201889,QC12-KA,"QC - AXIS BANK - 8329",BKIDH22103137414,13-04-2022,2500000,2500000,0,INR,APP
,,,"Harman Sales",14001,QC12-KA,"QC - AXIS BANK - 8329",BKIDH22103996315,13-04-2022,400000,400000,0,INR,APP
,,,"Schneider Electric",202267,QC12-KA,"QC - AXIS BANK - 8329",BNPNN22103265784,13-04-2022,212300,212300,0,INR,APP
,,,"Sharaf DG LLC",67070,QC12-KA,"QC - AXIS BANK - 4062","BRN-REF NO 1541FSGC2300436 USD",13-04-2022,452.63,452.63,0,USD,APP
,,,"Pt. Mitra Adiperkasa Tbk",202023,QC12-KA,"QC - AXIS BANK - 4062","BRN-REF NO 1541FSGC2300443 USD",13-04-2022,733.51,733.51,0,USD,APP
,,,"One MobiKwik Systems",14005,QC12-KA,"QC - AXIS BANK - 8329",CB0017072332,13-04-2022,7585.57,7585.57,0,INR,APP
,,,"One MobiKwik Systems",14005,QC12-KA,"QC - AXIS BANK - 8329",CB0017072339,13-04-2022,31619.09,31619.09,0,INR,APP
,,,"One MobiKwik Systems",14005,QC12-KA,"QC - AXIS BANK - 8329",CB0017072375,13-04-2022,19799.55,19799.55,0,INR,APP
,,,Mphasis,201691,QC12-KA,"QC - AXIS BANK - 8329",CHASK22103928217,13-04-2022,9900,9900,0,INR,APP
,,,"Ferrero India",200868,QC12-KA,"QC - AXIS BANK - 8329",CITIN22257815184,13-04-2022,54000,54000,0,INR,APP
,,,"Quotient Technology",70211,QC12-KA,"QC - AXIS BANK - 8329",CITIN22257817069,13-04-2022,126000,126000,0,INR,APP
,,,"Lucky Nugget Gaming",201520,QC12-KA,"QC - AXIS BANK - 8329",CITIN22257848547,13-04-2022,29400,29400,0,INR,APP
,,,"Merkur Gaming India",201631,QC12-KA,"QC - AXIS BANK - 8329",CITIN22257848556,13-04-2022,29400,29400,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22258136026,13-04-2022,1500000,1500000,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22258136027,13-04-2022,946013.37,946013.37,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22258136030,13-04-2022,1500000,1500000,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22258136061,13-04-2022,1500000,1500000,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22258136065,13-04-2022,1500000,1500000,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22258136069,13-04-2022,1500000,1500000,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22258136076,13-04-2022,1500000,1500000,0,INR,APP
,,,"Accentiv India",200048,QC12-KA,"QC - AXIS BANK - 8329",CITIN22258136105,13-04-2022,305647.5,305647.5,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22258136106,13-04-2022,1500000,1500000,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22258136108,13-04-2022,1500000,1500000,0,INR,APP
,,,"Accentiv India",200046,QC12-KA,"QC - AXIS BANK - 8329",CITIN22258136109,13-04-2022,1408512.14,1408512.14,0,INR,APP
,,,"Rallis India",9025,QC12-KA,"QC - AXIS BANK - 8329",CITIN22258244782,13-04-2022,17400,17400,0,INR,APP
,,,"Cybage Software",3004,QC12-KA,"QC - AXIS BANK - 8329",CITIN22258268183,13-04-2022,985050,985050,0,INR,APP
,,,"Tarento Technologies",70052,QC12-KA,"QC - AXIS BANK - 8329",CITIN22258271010,13-04-2022,116500,116500,0,INR,APP
,,,Infosys,201270,QC12-KA,"QC - AXIS BANK - 8329",CITIN22258289604,13-04-2022,306404,306404,0,INR,APP
,,,"Mars International India",201591,QC12-KA,"QC - AXIS BANK - 8329",CITIN22258367986,13-04-2022,5883634.81,5883634.81,0,INR,APP
,,,"Mars International India",201591,QC12-KA,"QC - AXIS BANK - 8329",CITIN22258368064,13-04-2022,205900,205900,0,INR,APP
,,,"Cybage Software",200635,QC12-KA,"QC - AXIS BANK - 8329",CITIN22258373729,13-04-2022,500000,500000,0,INR,APP
,,,"Prabhu Steels",201990,QC12-KA,"QC - AXIS BANK - 8329",CITIR52022041300701982,13-04-2022,1000000,1000000,0,INR,APP
,,,"Goldvip Technology Solutions",68056,QC12-KA,"QC - AXIS BANK - 8329",CMS1032212669095,13-04-2022,337250,337250,0,INR,APP
,,,Compliments,58002,QC12-KA,"QC - AXIS BANK - 8329",CMS1032212677440,13-04-2022,28725,28725,0,INR,APP
,,,"O C Tanner India",201803,QC12-KA,"QC - AXIS BANK - 8329",CMS1032212691856,13-04-2022,5000000,5000000,0,INR,APP
,,,"KnowledgeHut Solutions",73017,QC12-KA,"QC - AXIS BANK - 8329",CMS1032212693748,13-04-2022,1000,1000,0,INR,APP
,,,"O C Tanner India",201806,QC12-KA,"QC - AXIS BANK - 8329",CMS1032212694866,13-04-2022,2337257.49,2290238.99,47018.5,INR,UNAPP
,,,"O C Tanner India",201803,QC12-KA,"QC - AXIS BANK - 8329",CMS1032212698971,13-04-2022,735707.16,,,INR,UNAPP
,,,"Ken Research",70015,QC12-KA,"QC - AXIS BANK - 8329",CMS1032212725918,13-04-2022,30000,30000,0,INR,APP
,,,"One97 Communications",201828,QC12-KA,"QC - AXIS BANK - 8329",CMS2514598443,13-04-2022,2431248.71,2431248.71,0,INR,APP
,,,"One97 Communications",201828,QC12-KA,"QC - AXIS BANK - 8329",CMS2514598461,13-04-2022,122006.86,122006.86,0,INR,APP
,,,"One97 Communications",201828,QC12-KA,"QC - AXIS BANK - 8329",CMS2514598515,13-04-2022,95522.57,95522.57,0,INR,APP
,,,"Pouring Pounds India",201985,QC12-KA,"QC - AXIS BANK - 8329",CMS2515023818,13-04-2022,354700.13,354700.13,0,INR,APP
,,,"Hindustan Thompson Associates",67025,QC12-KA,"QC - AXIS BANK - 8329",CMS2515208309,13-04-2022,19400,19400,0,INR,APP
